name,price,sweetness,sourness,fizziness,overall_rating,caffeine,sugar,citric_acid,co2_pressure,preservatives,color_intensity,group_numeric
Classic_1,2.615839278630344,0.4094287557060203,0.49092312337913413,0.35717799053816335,7.017141382329406,33.613497108891394,68.72522802021062,0.3231148769106889,2.8777755692715243,1.1439908274581123,0.289751452913768,1
Extreme_1,8.459521241312501,0.14836638617620135,0.9789092957027719,0.9232481518257668,4.900211269531271,56.786514754692945,34.110162306973436,0.47462802355441436,2.646279499244989,2.6967112095782535,0.8960912999234932,2
Classic_2,3.776862483765842,0.49540104249155914,0.333015577358303,0.31396758127097085,6.854215577252512,32.27022148883739,90.12557041397201,0.20208563915935723,2.755373651288783,2.087055015743895,0.1198653673336828,1
Classic_3,5.977988047139084,0.5012845514210884,0.5828729111737557,0.36160146601037757,7.037581243486732,30.545284383427667,72.7270360832753,0.4915346248162882,2.9812236474710554,1.2589114791268208,0.30087830981676966,1
Premium_1,5.915622082220504,0.7854521483132403,0.011066084206359838,0.6438257335919588,9.005358046457722,25.77218126874984,98.35939392709834,0.3724797657899962,2.895824756266789,0.7244743604561155,0.9856504541106007,0
Premium_2,2.7223181604352664,0.7726165814534501,0.20164066422176355,0.7046478461314871,8.4752750879848,35.923245229177894,101.03349398157759,0.2896917491780739,3.053411884304358,2.6788734203737925,0.835302495589238,0
Premium_3,3.3949314320399315,0.7962340194915207,0.055955553119956265,0.41631005662190557,9.181785886376483,35.163465427634236,90.49763486783569,0.2536279174897843,2.890598310079175,3.2258639520472494,0.690937738102466,0
Extreme_2,8.537777601609726,0.21602060389016126,0.9810189966210203,0.6550083776583973,4.023199053150775,37.83683803101473,37.74080854835688,0.7509357413523925,2.3289708138575778,3.299920230170895,0.5552008115994623,2
Classic_4,9.176882079620617,0.558895173506802,0.3725556872701355,0.24655138390294962,7.794431515906654,33.506270857449955,82.15855100456437,0.30170893731461024,2.6746047873063303,3.629778394351197,0.8870864242651173,1
Classic_5,2.0404926707697495,0.6339626637572872,0.4926094938462863,0.24206998249752443,6.323257428189228,33.47831282790619,81.22501708808565,0.2027591154849889,2.550735771433016,3.317508845540279,0.16080805141749865,1
Premium_4,8.793787283953424,0.8646201368099758,0.20756855930780796,0.6607845038010403,8.44853861892112,35.68268832021304,97.117472624904,0.19761990944778035,3.09859656204721,3.2481644952360735,0.6576128923003434,0
Extreme_3,8.358490428333187,0.27049258100064155,0.7281024303484277,0.7470863212237734,3.7956071030451763,41.09974108447709,39.190316642573364,0.5572390898667042,2.646023277588557,3.1556931299863145,0.5026370931051921,2
Extreme_4,9.631428616020699,0.27307116538790777,0.8477553081456591,0.6780971951192178,5.1673563457845155,42.019309061021396,10.729478992943616,0.6581889183628671,2.2885553397035245,4.702292921764571,0.9148643902204485,2
Premium_5,8.809093372134855,0.8110476100766333,0.004636984958660229,0.7713274250350902,8.856368296634628,39.49982228565504,118.90859931267758,0.35590283664020805,2.9177795568278344,1.9254886430096263,0.31692200515627766,0
Premium_6,6.146637218909894,0.7508478240058277,0.16704037873750505,0.7744619096643124,9.392059593349947,33.550917551340476,92.91529481312305,0.2845021680097509,3.1960215400417056,0.7004200761826201,0.8773730719279554,0
Premium_7,6.090739190887502,0.9222305853262613,0.20910472229858038,0.6809936335948437,8.71898230243951,29.4038776639674,114.28083466435541,0.34303401840375425,3.1468289274320416,4.566202762782357,0.5015162946871996,0
Classic_6,2.2875381903739367,0.6394885536900325,0.4949891792333295,0.5509834386288517,7.591585338872202,33.350080127263496,71.82983048980375,0.3126748857919832,2.5469909699204347,2.89140070498087,0.46559801813246016,1
Classic_7,8.159948424788887,0.5627933904122729,0.3859623756384853,0.49541663028450533,6.061000499878099,20.560222831238217,88.79101962308803,0.30805719242337887,2.5635302563259423,2.611216300274022,0.21582102749684318,1
Classic_8,4.583651783529968,0.5868671427457001,0.3256042394981304,0.22584086058430386,7.062709263136296,28.109526824151597,82.31004655243723,0.4178274001167985,2.9879260397312675,2.5815017415059764,0.7951861947687037,1
